  Time(year)	  SI(Albite)	          pH	    Tot_SiO2	      Tot_Al	      TOT_Na	
  3.9453e+02	 -3.5940e-01	  6.2251e+00	  5.1931e-03	  4.4686e-11	  2.5966e-03	
  3.9611e+02	 -3.5559e-01	  6.2257e+00	  5.2061e-03	  4.4563e-11	  2.6031e-03	
  3.9769e+02	 -3.5182e-01	  6.2263e+00	  5.2189e-03	  4.4441e-11	  2.6095e-03	
  3.9928e+02	 -3.4808e-01	  6.2268e+00	  5.2317e-03	  4.4322e-11	  2.6159e-03	
  4.0086e+02	 -3.4437e-01	  6.2274e+00	  5.2444e-03	  4.4203e-11	  2.6223e-03	
  4.0245e+02	 -3.4070e-01	  6.2279e+00	  5.2570e-03	  4.4086e-11	  2.6286e-03	
  4.0403e+02	 -3.3707e-01	  6.2285e+00	  5.2695e-03	  4.3971e-11	  2.6348e-03	
  4.0562e+02	 -3.3346e-01	  6.2290e+00	  5.2820e-03	  4.3857e-11	  2.6410e-03	
  4.0720e+02	 -3.2989e-01	  6.2295e+00	  5.2943e-03	  4.3744e-11	  2.6472e-03	
  4.0879e+02	 -3.2635e-01	  6.2301e+00	  5.3065e-03	  4.3633e-11	  2.6533e-03	
  4.1037e+02	 -3.2285e-01	  6.2306e+00	  5.3187e-03	  4.3524e-11	  2.6594e-03	
  4.1195e+02	 -3.1937e-01	  6.2311e+00	  5.3308e-03	  4.3415e-11	  2.6654e-03	
  4.1354e+02	 -3.1593e-01	  6.2316e+00	  5.3427e-03	  4.3308e-11	  2.6714e-03	
  4.1512e+02	 -3.1252e-01	  6.2321e+00	  5.3546e-03	  4.3202e-11	  2.6774e-03	
  4.1671e+02	 -3.0915e-01	  6.2327e+00	  5.3664e-03	  4.3098e-11	  2.6833e-03	
  4.1829e+02	 -3.0580e-01	  6.2332e+00	  5.3781e-03	  4.2995e-11	  2.6891e-03	
  4.1988e+02	 -3.0249e-01	  6.2337e+00	  5.3898e-03	  4.2893e-11	  2.6949e-03	
  4.2146e+02	 -2.9920e-01	  6.2342e+00	  5.4013e-03	  4.2793e-11	  2.7007e-03	
  4.2305e+02	 -2.9595e-01	  6.2347e+00	  5.4127e-03	  4.2693e-11	  2.7064e-03	
  4.2463e+02	 -2.9273e-01	  6.2352e+00	  5.4241e-03	  4.2595e-11	  2.7121e-03	
  4.2621e+02	 -2.8954e-01	  6.2356e+00	  5.4354e-03	  4.2499e-11	  2.7177e-03	
  4.2780e+02	 -2.8638e-01	  6.2361e+00	  5.4466e-03	  4.2403e-11	  2.7233e-03	
  4.2938e+02	 -2.8325e-01	  6.2366e+00	  5.4577e-03	  4.2308e-11	  2.7289e-03	
  4.3097e+02	 -2.8015e-01	  6.2371e+00	  5.4687e-03	  4.2215e-11	  2.7344e-03	
  4.3255e+02	 -2.7708e-01	  6.2376e+00	  5.4796e-03	  4.2123e-11	  2.7398e-03	
  4.3414e+02	 -2.7404e-01	  6.2380e+00	  5.4904e-03	  4.2032e-11	  2.7453e-03	
  4.3572e+02	 -2.7102e-01	  6.2385e+00	  5.5012e-03	  4.1942e-11	  2.7506e-03	
  4.3730e+02	 -2.6804e-01	  6.2390e+00	  5.5118e-03	  4.1854e-11	  2.7560e-03	
  4.3889e+02	 -2.6508e-01	  6.2394e+00	  5.5224e-03	  4.1766e-11	  2.7613e-03	
  4.4047e+02	 -2.6216e-01	  6.2399e+00	  5.5329e-03	  4.1680e-11	  2.7665e-03	
  4.4206e+02	 -2.5926e-01	  6.2403e+00	  5.5433e-03	  4.1594e-11	  2.7717e-03	
  4.4364e+02	 -2.5639e-01	  6.2408e+00	  5.5536e-03	  4.1510e-11	  2.7769e-03	
  4.4523e+02	 -2.5355e-01	  6.2412e+00	  5.5639e-03	  4.1426e-11	  2.7820e-03	
  4.4681e+02	 -2.5074e-01	  6.2417e+00	  5.5740e-03	  4.1344e-11	  2.7871e-03	
  4.4840e+02	 -2.4795e-01	  6.2421e+00	  5.5841e-03	  4.1263e-11	  2.7921e-03	
  4.4998e+02	 -2.4519e-01	  6.2425e+00	  5.5941e-03	  4.1183e-11	  2.7971e-03	
  4.5156e+02	 -2.4246e-01	  6.2430e+00	  5.6040e-03	  4.1103e-11	  2.8020e-03	
  4.5315e+02	 -2.3976e-01	  6.2434e+00	  5.6138e-03	  4.1025e-11	  2.8069e-03	
  4.5473e+02	 -2.3708e-01	  6.2438e+00	  5.6235e-03	  4.0948e-11	  2.8118e-03	
  4.5632e+02	 -2.3443e-01	  6.2442e+00	  5.6332e-03	  4.0872e-11	  2.8166e-03	
  4.5790e+02	 -2.3180e-01	  6.2447e+00	  5.6427e-03	  4.0796e-11	  2.8214e-03	
  4.5949e+02	 -2.2920e-01	  6.2451e+00	  5.6522e-03	  4.0722e-11	  2.8262e-03	
  4.6107e+02	 -2.2663e-01	  6.2455e+00	  5.6616e-03	  4.0648e-11	  2.8309e-03	
  4.6266e+02	 -2.2408e-01	  6.2459e+00	  5.6709e-03	  4.0576e-11	  2.8355e-03	
  4.6424e+02	 -2.2156e-01	  6.2463e+00	  5.6802e-03	  4.0504e-11	  2.8401e-03	
  4.6582e+02	 -2.1907e-01	  6.2467e+00	  5.6893e-03	  4.0433e-11	  2.8447e-03	
  4.6741e+02	 -2.1659e-01	  6.2471e+00	  5.6984e-03	  4.0363e-11	  2.8493e-03	
  4.6899e+02	 -2.1415e-01	  6.2475e+00	  5.7074e-03	  4.0294e-11	  2.8538e-03	
  4.7058e+02	 -2.1173e-01	  6.2479e+00	  5.7164e-03	  4.0226e-11	  2.8582e-03	
  4.7216e+02	 -2.0933e-01	  6.2482e+00	  5.7252e-03	  4.0158e-11	  2.8626e-03	
  4.7375e+02	 -2.0696e-01	  6.2486e+00	  5.7340e-03	  4.0092e-11	  2.8670e-03	
  4.7533e+02	 -2.0461e-01	  6.2490e+00	  5.7426e-03	  4.0026e-11	  2.8714e-03	
  4.7692e+02	 -2.0228e-01	  6.2494e+00	  5.7513e-03	  3.9961e-11	  2.8757e-03	
  4.7850e+02	 -1.9998e-01	  6.2498e+00	  5.7598e-03	  3.9897e-11	  2.8799e-03	
  4.8008e+02	 -1.9771e-01	  6.2501e+00	  5.7682e-03	  3.9834e-11	  2.8842e-03	
  4.8167e+02	 -1.9545e-01	  6.2505e+00	  5.7766e-03	  3.9771e-11	  2.8884e-03	
  4.8325e+02	 -1.9322e-01	  6.2509e+00	  5.7849e-03	  3.9710e-11	  2.8925e-03	
  4.8484e+02	 -1.9101e-01	  6.2512e+00	  5.7931e-03	  3.9649e-11	  2.8966e-03	
  4.8642e+02	 -1.8883e-01	  6.2516e+00	  5.8013e-03	  3.9588e-11	  2.9007e-03	
  4.8801e+02	 -1.8667e-01	  6.2519e+00	  5.8094e-03	  3.9529e-11	  2.9047e-03	
  4.8959e+02	 -1.8453e-01	  6.2523e+00	  5.8174e-03	  3.9470e-11	  2.9087e-03	
  4.9118e+02	 -1.8241e-01	  6.2526e+00	  5.8253e-03	  3.9412e-11	  2.9127e-03	
  4.9276e+02	 -1.8031e-01	  6.2530e+00	  5.8332e-03	  3.9355e-11	  2.9166e-03	
  4.9434e+02	 -1.7824e-01	  6.2533e+00	  5.8409e-03	  3.9298e-11	  2.9205e-03	
  4.9593e+02	 -1.7619e-01	  6.2536e+00	  5.8486e-03	  3.9242e-11	  2.9244e-03	
  4.9751e+02	 -1.7416e-01	  6.2540e+00	  5.8563e-03	  3.9187e-11	  2.9282e-03	
  4.9910e+02	 -1.7215e-01	  6.2543e+00	  5.8638e-03	  3.9133e-11	  2.9320e-03	
  5.0068e+02	 -1.7016e-01	  6.2546e+00	  5.8713e-03	  3.9079e-11	  2.9357e-03	
  5.0227e+02	 -1.6819e-01	  6.2549e+00	  5.8787e-03	  3.9026e-11	  2.9394e-03	
  5.0385e+02	 -1.6625e-01	  6.2553e+00	  5.8861e-03	  3.8973e-11	  2.9431e-03	
  5.0544e+02	 -1.6432e-01	  6.2556e+00	  5.8934e-03	  3.8922e-11	  2.9467e-03	
  5.0702e+02	 -1.6242e-01	  6.2559e+00	  5.9006e-03	  3.8870e-11	  2.9503e-03	
  5.0860e+02	 -1.6053e-01	  6.2562e+00	  5.9077e-03	  3.8820e-11	  2.9539e-03	
  5.1019e+02	 -1.5867e-01	  6.2565e+00	  5.9148e-03	  3.8770e-11	  2.9574e-03	
  5.1177e+02	 -1.5682e-01	  6.2568e+00	  5.9218e-03	  3.8721e-11	  2.9609e-03	
  5.1336e+02	 -1.5500e-01	  6.2571e+00	  5.9287e-03	  3.8672e-11	  2.9644e-03	
  5.1494e+02	 -1.5319e-01	  6.2574e+00	  5.9356e-03	  3.8624e-11	  2.9678e-03	
  5.1653e+02	 -1.5140e-01	  6.2577e+00	  5.9424e-03	  3.8576e-11	  2.9712e-03	
  5.1811e+02	 -1.4963e-01	  6.2580e+00	  5.9491e-03	  3.8529e-11	  2.9746e-03	
  5.1970e+02	 -1.4788e-01	  6.2583e+00	  5.9558e-03	  3.8483e-11	  2.9780e-03	
  5.2128e+02	 -1.4615e-01	  6.2586e+00	  5.9624e-03	  3.8437e-11	  2.9813e-03	
  5.2286e+02	 -1.4443e-01	  6.2589e+00	  5.9690e-03	  3.8392e-11	  2.9845e-03	
  5.2445e+02	 -1.4274e-01	  6.2592e+00	  5.9755e-03	  3.8347e-11	  2.9878e-03	
  5.2603e+02	 -1.4106e-01	  6.2594e+00	  5.9819e-03	  3.8303e-11	  2.9910e-03	
  5.2762e+02	 -1.3940e-01	  6.2597e+00	  5.9882e-03	  3.8260e-11	  2.9942e-03	
  5.2920e+02	 -1.3776e-01	  6.2600e+00	  5.9945e-03	  3.8217e-11	  2.9973e-03	
  5.3079e+02	 -1.3614e-01	  6.2603e+00	  6.0007e-03	  3.8174e-11	  3.0004e-03	
  5.3237e+02	 -1.3453e-01	  6.2605e+00	  6.0069e-03	  3.8132e-11	  3.0035e-03	
  5.3396e+02	 -1.3295e-01	  6.2608e+00	  6.0130e-03	  3.8091e-11	  3.0066e-03	
  5.3554e+02	 -1.3138e-01	  6.2611e+00	  6.0190e-03	  3.8050e-11	  3.0096e-03	
  5.3712e+02	 -1.2982e-01	  6.2613e+00	  6.0250e-03	  3.8009e-11	  3.0126e-03	
  5.3871e+02	 -1.2829e-01	  6.2616e+00	  6.0309e-03	  3.7969e-11	  3.0155e-03	
  5.4029e+02	 -1.2677e-01	  6.2618e+00	  6.0368e-03	  3.7930e-11	  3.0184e-03	
  5.4188e+02	 -1.2527e-01	  6.2621e+00	  6.0426e-03	  3.7891e-11	  3.0213e-03	
  5.4346e+02	 -1.2378e-01	  6.2623e+00	  6.0483e-03	  3.7853e-11	  3.0242e-03	
  5.4505e+02	 -1.2231e-01	  6.2626e+00	  6.0540e-03	  3.7815e-11	  3.0271e-03	
  5.4663e+02	 -1.2086e-01	  6.2628e+00	  6.0596e-03	  3.7777e-11	  3.0299e-03	
  5.4822e+02	 -1.1942e-01	  6.2631e+00	  6.0652e-03	  3.7740e-11	  3.0326e-03	
  5.4980e+02	 -1.1800e-01	  6.2633e+00	  6.0707e-03	  3.7704e-11	  3.0354e-03	
  5.5138e+02	 -1.1659e-01	  6.2636e+00	  6.0761e-03	  3.7668e-11	  3.0381e-03	
  5.5297e+02	 -1.1521e-01	  6.2638e+00	  6.0815e-03	  3.7632e-11	  3.0408e-03	
  5.5455e+02	 -1.1383e-01	  6.2640e+00	  6.0869e-03	  3.7597e-11	  3.0435e-03	
  5.5614e+02	 -1.1247e-01	  6.2643e+00	  6.0921e-03	  3.7562e-11	  3.0461e-03	
  5.5772e+02	 -1.1113e-01	  6.2645e+00	  6.0974e-03	  3.7528e-11	  3.0487e-03	
  5.5931e+02	 -1.0980e-01	  6.2647e+00	  6.1025e-03	  3.7494e-11	  3.0513e-03	
  5.6089e+02	 -1.0849e-01	  6.2649e+00	  6.1076e-03	  3.7460e-11	  3.0539e-03	
  5.6248e+02	 -1.0719e-01	  6.2652e+00	  6.1127e-03	  3.7427e-11	  3.0564e-03	
  5.6406e+02	 -1.0591e-01	  6.2654e+00	  6.1177e-03	  3.7395e-11	  3.0589e-03	
  5.6564e+02	 -1.0464e-01	  6.2656e+00	  6.1227e-03	  3.7362e-11	  3.0614e-03	
  5.6723e+02	 -1.0338e-01	  6.2658e+00	  6.1276e-03	  3.7331e-11	  3.0638e-03	
  5.6881e+02	 -1.0214e-01	  6.2660e+00	  6.1324e-03	  3.7299e-11	  3.0662e-03	
  5.7040e+02	 -1.0091e-01	  6.2662e+00	  6.1372e-03	  3.7268e-11	  3.0686e-03	
  5.7198e+02	 -9.9700e-02	  6.2664e+00	  6.1419e-03	  3.7238e-11	  3.0710e-03	
  5.7357e+02	 -9.8501e-02	  6.2666e+00	  6.1466e-03	  3.7207e-11	  3.0734e-03	
  5.7515e+02	 -9.7315e-02	  6.2668e+00	  6.1513e-03	  3.7177e-11	  3.0757e-03	
  5.7674e+02	 -9.6143e-02	  6.2670e+00	  6.1559e-03	  3.7148e-11	  3.0780e-03	
  5.7832e+02	 -9.4984e-02	  6.2672e+00	  6.1604e-03	  3.7119e-11	  3.0803e-03	
  5.7990e+02	 -9.3839e-02	  6.2674e+00	  6.1649e-03	  3.7090e-11	  3.0825e-03	
  5.8149e+02	 -9.2707e-02	  6.2676e+00	  6.1693e-03	  3.7062e-11	  3.0847e-03	
  5.8307e+02	 -9.1587e-02	  6.2678e+00	  6.1737e-03	  3.7034e-11	  3.0869e-03	
  5.8466e+02	 -9.0480e-02	  6.2680e+00	  6.1781e-03	  3.7006e-11	  3.0891e-03	
  5.8624e+02	 -8.9386e-02	  6.2682e+00	  6.1824e-03	  3.6979e-11	  3.0912e-03	
  5.8783e+02	 -8.8305e-02	  6.2684e+00	  6.1866e-03	  3.6952e-11	  3.0934e-03	
  5.8941e+02	 -8.7236e-02	  6.2686e+00	  6.1909e-03	  3.6925e-11	  3.0955e-03	
  5.9100e+02	 -8.6179e-02	  6.2688e+00	  6.1950e-03	  3.6898e-11	  3.0976e-03	
  5.9258e+02	 -8.5135e-02	  6.2689e+00	  6.1991e-03	  3.6872e-11	  3.0996e-03	
  5.9416e+02	 -8.4103e-02	  6.2691e+00	  6.2032e-03	  3.6847e-11	  3.1016e-03	
  5.9575e+02	 -8.3082e-02	  6.2693e+00	  6.2072e-03	  3.6821e-11	  3.1037e-03	
  5.9733e+02	 -8.2073e-02	  6.2695e+00	  6.2112e-03	  3.6796e-11	  3.1057e-03	
  5.9892e+02	 -8.1076e-02	  6.2696e+00	  6.2151e-03	  3.6772e-11	  3.1076e-03	
  6.0050e+02	 -8.0091e-02	  6.2698e+00	  6.2190e-03	  3.6747e-11	  3.1096e-03	
  6.0209e+02	 -7.9117e-02	  6.2700e+00	  6.2229e-03	  3.6723e-11	  3.1115e-03	
  6.0367e+02	 -7.8154e-02	  6.2701e+00	  6.2267e-03	  3.6699e-11	  3.1134e-03	
  6.0526e+02	 -7.7203e-02	  6.2703e+00	  6.2305e-03	  3.6676e-11	  3.1153e-03	
  6.0684e+02	 -7.6262e-02	  6.2705e+00	  6.2342e-03	  3.6653e-11	  3.1171e-03	
  6.0842e+02	 -7.5333e-02	  6.2706e+00	  6.2379e-03	  3.6630e-11	  3.1190e-03	
  6.1001e+02	 -7.4414e-02	  6.2708e+00	  6.2415e-03	  3.6607e-11	  3.1208e-03	
  6.1159e+02	 -7.3506e-02	  6.2710e+00	  6.2451e-03	  3.6585e-11	  3.1226e-03	
  6.1318e+02	 -7.2609e-02	  6.2711e+00	  6.2487e-03	  3.6563e-11	  3.1244e-03	
  6.1476e+02	 -7.1722e-02	  6.2713e+00	  6.2522e-03	  3.6541e-11	  3.1261e-03	
  6.1635e+02	 -7.0845e-02	  6.2714e+00	  6.2557e-03	  3.6519e-11	  3.1279e-03	
  6.1793e+02	 -6.9979e-02	  6.2716e+00	  6.2591e-03	  3.6498e-11	  3.1296e-03	
